Deal_ID,Deal_Name,Sponsor,Structure,Deal_Type,Closing_Date,Aggregate_Loan_Amount,Aggregate_Valuation,LTV,Interest_Rate,Spread_bps,Maturity_Date,Term_Months,LTC,Cap_Rate,Debt_Yield,DSCR,Total_Cost,NOI
HRE-2024-227,Silver Care Partners Life Science Facility,Silver Care Partners,Single Asset,Acquisition,2025-07-21,17900000,34400000,0.52,0.0947,474,2030-06-25,60,0.51,0.0775,0.1489,1.57,35188001,2666000
HRE-2024-228,Silver Care Partners Life Science Portfolio,Silver Care Partners,Portfolio,Acquisition,2024-11-06,45900000,79200000,0.58,0.0842,357,2031-10-01,84,0.55,0.0766,0.1322,1.57,83706027,6066720
HRE-2024-229,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2024-07-10,11700000,21200000,0.55,0.0824,321,2034-05-19,120,0.57,0.0772,0.1399,1.7,20415943,1636640
HRE-2024-230,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Acquisition,2024-07-24,11200000,17200000,0.65,0.099,494,2029-06-28,60,0.6,0.09,0.1382,1.4,18794259,1548000
HRE-2024-231,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Acquisition,2025-02-27,16600000,24000000,0.69,0.0903,424,2032-01-22,84,0.69,0.0823,0.119,1.32,24092267,1975200
HRE-2024-232,Silver Care Partners Life Science Portfolio,Silver Care Partners,Portfolio,Acquisition,2025-04-23,15300000,27900000,0.55,0.0873,403,2035-03-02,120,0.52,0.0672,0.1225,1.4,29196869,1874880
HRE-2024-233,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2025-04-20,11300000,16200000,0.7,0.0848,370,2032-03-14,84,0.7,0.08,0.1147,1.35,16118142,1296000
HRE-2024-234,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-02-26,13200000,18400000,0.72,0.08,323,2032-01-21,84,0.67,0.08,0.1115,1.39,19751451,1472000
HRE-2024-235,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-11-12,7100000,9900000,0.72,0.0863,420,2030-10-17,60,0.66,0.08,0.1115,1.29,10709251,792000
HRE-2024-236,Silver Care Partners Senior Housing Portfolio,Silver Care Partners,Portfolio,Refinance,2025-06-11,37100000,70000000,0.53,0.0902,428,2035-04-20,120,0.49,0.09,0.1698,1.88,75658557,6300000
HRE-2024-237,Apex Healthcare Life Science Facility,Apex Healthcare,Single Asset,Acquisition,2024-07-31,10100000,18400000,0.55,0.0793,288,2029-07-05,60,0.57,0.0693,0.1262,1.59,17805782,1275120
HRE-2024-238,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-07-04,8300000,13000000,0.64,0.0979,467,2034-05-13,120,0.63,0.0893,0.1399,1.43,13231994,1160900
HRE-2024-239,Silver Care Partners Senior Housing Portfolio,Silver Care Partners,Portfolio,Acquisition,2024-07-12,19400000,26900000,0.72,0.1045,537,2029-06-16,60,0.72,0.09,0.1248,1.19,27054091,2421000
HRE-2024-240,Beacon Capital Medical Office Portfolio,Beacon Capital,Portfolio,Refinance,2024-10-08,37100000,57100000,0.65,0.0819,315,2031-09-02,84,0.6,0.08,0.1231,1.5,61908892,4568000
HRE-2024-241,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2024-06-11,22600000,33200000,0.68,0.099,489,2034-04-20,120,0.74,0.09,0.1322,1.34,30456218,2988000
HRE-2024-242,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Refinance,2025-10-08,6000000,9500000,0.63,0.0914,452,2032-09-01,84,0.69,0.0805,0.1275,1.39,8716398,764750
HRE-2024-243,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2025-05-05,13500000,21800000,0.62,0.0948,465,2030-04-09,60,0.6,0.09,0.1453,1.53,22600272,1962000
HRE-2024-244,Apex Healthcare Skilled Nursing Facility,Apex Healthcare,Single Asset,Acquisition,2024-04-26,6500000,8000000,0.81,0.1214,708,2031-03-21,84,0.74,0.115,0.1415,1.17,8758263,920000
HRE-2024-245,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-05-14,8800000,12500000,0.7,0.088,402,2035-03-23,120,0.69,0.0706,0.1003,1.14,12661942,882500
HRE-2024-246,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-05-06,7800000,11200000,0.7,0.0883,414,2030-04-10,60,0.68,0.08,0.1149,1.3,11464490,896000
HRE-2024-247,Midwest Health Ops Medical Office Portfolio,Midwest Health Ops,Portfolio,Refinance,2024-01-31,57000000,87700000,0.65,0.0912,385,2030-12-25,84,0.68,0.08,0.1231,1.35,83326722,7016000
HRE-2024-248,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Refinance,2025-02-26,7600000,13400000,0.57,0.0946,462,2032-01-21,84,0.52,0.09,0.1587,1.68,14620309,1206000
HRE-2024-249,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Construction,2024-02-17,27500000,50000000,0.55,0.102,494,2027-02-01,36,0.53,0.0893,0.1624,1.59,52348724,4465000
HRE-2024-250,Silver Care Partners Senior Housing Portfolio,Silver Care Partners,Portfolio,Refinance,2024-02-26,39900000,60500000,0.66,0.0941,427,2034-01-04,120,0.65,0.0861,0.1306,1.39,61195079,5209050
HRE-2024-251,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Construction,2024-05-22,21100000,35200000,0.6,0.0992,490,2027-05-07,36,0.57,0.0883,0.1473,1.48,36875322,3108160
HRE-2024-252,Apex Healthcare Senior Housing Portfolio,Apex Healthcare,Portfolio,Refinance,2025-03-01,23900000,34700000,0.69,0.0951,464,2030-02-03,60,0.72,0.0872,0.1266,1.33,33039257,3025840
HRE-2024-253,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Refinance,2024-04-25,14600000,23200000,0.63,0.1124,603,2034-03-04,120,0.63,0.1097,0.1743,1.55,23261994,2545040
HRE-2024-254,Silver Care Partners Skilled Nursing Facility,Silver Care Partners,Single Asset,Acquisition,2024-08-20,8900000,11700000,0.76,0.1189,677,2029-07-25,60,0.77,0.115,0.1512,1.27,11524869,1345500
HRE-2024-255,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Construction,2024-07-02,17500000,29700000,0.59,0.0992,488,2027-06-17,36,0.65,0.09,0.1527,1.54,26929857,2673000
HRE-2024-256,Midwest Health Ops Life Science Facility,Midwest Health Ops,Single Asset,Construction,2025-08-30,10700000,22800000,0.47,0.0991,520,2028-08-14,36,0.45,0.0846,0.1803,1.82,23678848,1928879
HRE-2024-257,Silver Care Partners Medical Office Portfolio,Silver Care Partners,Portfolio,Refinance,2024-09-27,26800000,47100000,0.57,0.0854,361,2029-09-01,60,0.62,0.08,0.1406,1.65,43207564,3768000
HRE-2024-258,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2025-11-21,12700000,17600000,0.72,0.0801,348,2032-10-15,84,0.8,0.0765,0.106,1.32,15848571,1346400
HRE-2024-259,Apex Healthcare Skilled Nursing Facility,Apex Healthcare,Single Asset,Refinance,2025-03-17,11800000,15300000,0.77,0.1088,617,2035-01-24,120,0.76,0.0951,0.1233,1.13,15440676,1455030
HRE-2024-260,Silver Care Partners Life Science Facility,Silver Care Partners,Single Asset,Acquisition,2024-03-12,5400000,10200000,0.53,0.0871,352,2029-02-14,60,0.5,0.0738,0.1394,1.6,10709950,752760
HRE-2024-261,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Acquisition,2025-06-16,8800000,13600000,0.65,0.0852,383,2030-05-21,60,0.67,0.08,0.1236,1.45,13144831,1088000
HRE-2024-262,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Refinance,2024-04-15,38400000,56500000,0.68,0.0879,362,2034-02-22,120,0.72,0.08,0.1177,1.34,53094957,4520000
HRE-2024-263,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2024-05-12,20500000,33600000,0.61,0.0864,353,2031-04-06,84,0.65,0.0783,0.1283,1.49,31675510,2630880
HRE-2024-264,Apex Healthcare Skilled Nursing Portfolio,Apex Healthcare,Portfolio,Acquisition,2025-10-21,36700000,45900000,0.8,0.1066,620,2030-09-25,60,0.74,0.0934,0.1168,1.1,49396941,4287060
HRE-2024-265,Silver Care Partners Medical Office Portfolio,Silver Care Partners,Portfolio,Refinance,2024-07-20,25600000,42600000,0.6,0.0842,334,2034-05-29,120,0.6,0.0749,0.1246,1.48,42712997,3190739
HRE-2024-266,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-12-18,10200000,13300000,0.77,0.1186,699,2029-11-22,60,0.74,0.113,0.1473,1.24,13822307,1502900
HRE-2024-267,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2025-04-12,12400000,18800000,0.66,0.0957,473,2032-03-06,84,0.64,0.09,0.1365,1.43,19376268,1692000
HRE-2024-268,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2025-09-15,12200000,19400000,0.63,0.0802,339,2032-08-09,84,0.69,0.0835,0.1328,1.66,17610005,1619900
HRE-2024-269,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-05-20,26400000,40000000,0.66,0.0917,455,2035-03-29,120,0.62,0.0893,0.1353,1.48,42728345,3572000
HRE-2024-270,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-07-04,20200000,28000000,0.72,0.1054,554,2034-05-13,120,0.76,0.0991,0.1374,1.3,26561709,2774800
HRE-2024-271,Apex Healthcare Senior Housing Portfolio,Apex Healthcare,Portfolio,Acquisition,2024-02-13,64900000,99900000,0.65,0.0976,457,2031-01-07,84,0.7,0.09,0.1385,1.42,92948881,8991000
HRE-2024-272,Apex Healthcare Senior Housing Portfolio,Apex Healthcare,Portfolio,Acquisition,2024-12-12,53700000,78900000,0.68,0.0882,386,2031-11-06,84,0.68,0.0861,0.1265,1.43,79101375,6793290
HRE-2024-273,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-11-06,20200000,29300000,0.69,0.0984,528,2030-10-11,60,0.65,0.0857,0.1243,1.26,31103798,2511010
HRE-2024-274,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-04-03,19700000,27700000,0.71,0.0813,334,2032-02-26,84,0.66,0.08,0.1125,1.38,29895744,2216000
HRE-2024-275,Beacon Capital Senior Housing Portfolio,Beacon Capital,Portfolio,Acquisition,2025-01-01,74100000,109000000,0.68,0.0972,481,2029-12-06,60,0.7,0.0833,0.1225,1.26,106474275,9079700
HRE-2024-276,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Refinance,2024-10-06,11900000,19200000,0.62,0.0814,317,2034-08-15,120,0.61,0.0752,0.1213,1.49,19578230,1443840
HRE-2024-277,Midwest Health Ops Life Science Facility,Midwest Health Ops,Single Asset,Acquisition,2024-10-27,8200000,15500000,0.53,0.0966,463,2029-10-01,60,0.53,0.085,0.1607,1.66,15407899,1317500
HRE-2024-278,Apex Healthcare Skilled Nursing Portfolio,Apex Healthcare,Portfolio,Acquisition,2024-11-10,51000000,65400000,0.78,0.1045,558,2034-09-19,120,0.82,0.1062,0.1362,1.3,61832912,6945480
HRE-2024-279,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2024-06-26,7600000,11300000,0.67,0.0861,351,2031-05-21,84,0.7,0.0784,0.1166,1.35,10781590,885920
HRE-2024-280,Midwest Health Ops Medical Office Portfolio,Midwest Health Ops,Portfolio,Refinance,2025-01-03,35200000,60700000,0.58,0.0764,274,2034-11-12,120,0.58,0.0626,0.1079,1.41,60747418,3799820
HRE-2024-281,Silver Care Partners Skilled Nursing Facility,Silver Care Partners,Single Asset,Acquisition,2024-11-10,16500000,22000000,0.75,0.1168,684,2031-10-05,84,0.68,0.1114,0.1485,1.27,24101448,2450800
HRE-2024-282,Apex Healthcare Skilled Nursing Portfolio,Apex Healthcare,Portfolio,Construction,2024-10-23,27100000,37700000,0.72,0.1172,674,2027-10-08,36,0.69,0.1128,0.1569,1.34,39250220,4252560
HRE-2024-283,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2025-07-05,16200000,23500000,0.69,0.0848,374,2032-05-29,84,0.74,0.0773,0.1121,1.32,21819832,1816549
HRE-2024-284,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2025-08-13,10300000,16300000,0.63,0.0825,362,2032-07-07,84,0.63,0.078,0.1234,1.5,16226315,1271400
HRE-2024-285,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Refinance,2025-09-20,9000000,13000000,0.69,0.0848,392,2032-08-14,84,0.68,0.08,0.1156,1.36,13308749,1040000
HRE-2024-286,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2025-05-11,29500000,36400000,0.81,0.11,633,2032-04-04,84,0.87,0.1032,0.1273,1.16,34036947,3756480
HRE-2024-287,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Acquisition,2024-05-29,14300000,20400000,0.7,0.0956,451,2031-04-23,84,0.68,0.09,0.1284,1.34,20914965,1836000
HRE-2024-288,Apex Healthcare Skilled Nursing Facility,Apex Healthcare,Single Asset,Acquisition,2024-01-06,24300000,29600000,0.82,0.123,711,2030-11-30,84,0.78,0.1128,0.1374,1.12,31113604,3338880
HRE-2024-289,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2024-12-21,5100000,8000000,0.64,0.0866,368,2034-10-30,120,0.68,0.08,0.1255,1.45,7540318,640000
HRE-2024-290,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2024-05-19,13100000,19300000,0.68,0.088,378,2031-04-13,84,0.64,0.0782,0.1152,1.31,20385083,1509260
HRE-2024-291,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2024-02-13,14400000,17600000,0.82,0.1203,685,2033-12-22,120,0.77,0.1148,0.1403,1.17,18659195,2020480
HRE-2024-292,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2024-07-11,11000000,17800000,0.62,0.0834,336,2034-05-20,120,0.67,0.0766,0.124,1.49,16358642,1363480
HRE-2024-293,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-01-12,18900000,27800000,0.68,0.0812,325,2029-12-17,60,0.73,0.08,0.1177,1.45,26044164,2224000
HRE-2024-294,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-05-20,10500000,15400000,0.68,0.0972,456,2029-04-24,60,0.7,0.09,0.132,1.36,15029335,1386000
HRE-2024-295,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-03-19,12400000,16500000,0.75,0.1189,666,2029-02-21,60,0.73,0.115,0.153,1.29,16994297,1897500
HRE-2024-296,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2025-07-13,5700000,8400000,0.68,0.0834,370,2035-05-22,120,0.66,0.08,0.1179,1.41,8625612,672000
HRE-2024-297,Midwest Health Ops Life Science Portfolio,Midwest Health Ops,Portfolio,Construction,2025-07-24,26400000,65900000,0.4,0.0971,501,2028-07-08,36,0.44,0.085,0.2122,2.19,60474189,5601500
HRE-2024-298,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Refinance,2024-10-06,12700000,20500000,0.62,0.0858,364,2034-08-15,120,0.65,0.0768,0.124,1.44,19509982,1574399
HRE-2024-299,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Refinance,2025-05-24,30900000,49000000,0.63,0.0817,352,2030-04-28,60,0.61,0.08,0.1269,1.55,50585160,3920000
HRE-2024-300,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2024-10-14,17500000,25800000,0.68,0.087,368,2029-09-18,60,0.66,0.08,0.1179,1.36,26465058,2064000
HRE-2024-301,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Construction,2024-03-10,50700000,92200000,0.55,0.1014,488,2027-02-23,36,0.57,0.09,0.1637,1.61,88821984,8298000
HRE-2024-302,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2025-09-30,10100000,12800000,0.79,0.1061,601,2032-08-24,84,0.84,0.0973,0.1233,1.16,12075827,1245440
HRE-2024-303,Beacon Capital Medical Office Portfolio,Beacon Capital,Portfolio,Refinance,2024-07-07,55900000,84700000,0.66,0.0814,316,2029-06-11,60,0.69,0.0786,0.1191,1.46,80678737,6657420
HRE-2024-304,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Refinance,2025-07-29,18000000,31600000,0.57,0.0875,412,2032-06-22,84,0.54,0.0808,0.1418,1.62,33448308,2553280
HRE-2024-305,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Construction,2025-07-06,4800000,8000000,0.6,0.0924,449,2028-06-20,36,0.56,0.08,0.1333,1.44,8537587,640000
HRE-2024-306,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2024-02-26,39800000,47400000,0.84,0.1278,757,2029-01-30,60,0.88,0.115,0.137,1.07,45015280,5451000
HRE-2024-307,Midwest Health Ops Medical Office Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-08-20,24200000,37300000,0.65,0.0861,394,2032-07-14,84,0.7,0.08,0.1233,1.43,34348319,2984000
HRE-2024-308,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Construction,2024-11-06,10800000,16400000,0.66,0.0927,432,2027-10-22,36,0.69,0.08,0.1215,1.31,15585835,1312000
HRE-2024-309,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Acquisition,2024-01-29,7900000,11600000,0.68,0.1037,503,2030-12-23,84,0.73,0.09,0.1322,1.27,10762954,1044000
HRE-2024-310,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2024-07-20,16400000,22400000,0.73,0.095,442,2031-06-14,84,0.74,0.09,0.1229,1.29,22290696,2016000
HRE-2024-311,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Refinance,2024-12-13,42300000,67200000,0.63,0.0852,354,2034-10-22,120,0.62,0.0827,0.1314,1.54,68051583,5557440
HRE-2024-312,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-09-14,5400000,8000000,0.68,0.096,462,2031-08-09,84,0.63,0.09,0.1333,1.39,8509625,720000
HRE-2024-313,Beacon Capital Medical Office Portfolio,Beacon Capital,Portfolio,Construction,2024-06-23,27900000,50800000,0.55,0.0913,409,2027-06-08,36,0.56,0.08,0.1457,1.6,49859971,4064000
HRE-2024-314,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Acquisition,2025-03-20,8700000,14300000,0.61,0.0794,320,2035-01-27,120,0.64,0.0759,0.1248,1.57,13681895,1085370
HRE-2024-315,Beacon Capital Life Science Facility,Beacon Capital,Single Asset,Acquisition,2024-06-25,17000000,29900000,0.57,0.0967,457,2034-05-04,120,0.57,0.085,0.1495,1.55,29953256,2541500
HRE-2024-316,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2025-01-29,11400000,14300000,0.8,0.1236,756,2031-12-24,84,0.74,0.1042,0.1307,1.06,15392835,1490060
HRE-2024-317,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Refinance,2025-04-17,15000000,25800000,0.58,0.0932,465,2032-03-11,84,0.57,0.0861,0.1481,1.59,26263283,2221380
HRE-2024-318,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Construction,2024-12-03,43000000,78100000,0.55,0.0911,416,2027-11-18,36,0.59,0.08,0.1453,1.59,72569324,6248000
HRE-2024-319,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2025-04-04,10200000,17300000,0.59,0.0804,331,2032-02-27,84,0.54,0.0782,0.1326,1.65,18742357,1352860
HRE-2024-320,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2024-02-07,12100000,18400000,0.66,0.0864,342,2029-01-11,60,0.65,0.0796,0.121,1.4,18669444,1464640
HRE-2024-321,Midwest Health Ops Life Science Facility,Midwest Health Ops,Single Asset,Refinance,2024-01-08,4900000,8900000,0.55,0.1013,493,2033-11-16,120,0.57,0.085,0.1544,1.52,8530089,756500
HRE-2024-322,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2025-03-05,9500000,15300000,0.62,0.0855,368,2032-01-28,84,0.64,0.08,0.1288,1.51,14766889,1224000
HRE-2024-323,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Construction,2025-09-21,20800000,34100000,0.61,0.0879,428,2028-09-05,36,0.56,0.08,0.1312,1.49,37324945,2728000
HRE-2024-324,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2025-05-11,10800000,16100000,0.67,0.0839,375,2032-04-04,84,0.64,0.0778,0.116,1.38,16758239,1252580
HRE-2024-325,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-06-04,8200000,13200000,0.62,0.0893,380,2034-04-13,120,0.68,0.0896,0.1442,1.62,12010085,1182720
HRE-2024-326,Silver Care Partners Medical Office Portfolio,Silver Care Partners,Portfolio,Construction,2025-01-18,34500000,62700000,0.55,0.0877,389,2028-01-03,36,0.56,0.08,0.1454,1.66,61914801,5016000
HRE-2024-327,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-08-09,6900000,10600000,0.65,0.0786,323,2032-07-03,84,0.7,0.0744,0.1143,1.45,9905884,788639
HRE-2024-328,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Refinance,2024-04-17,17000000,25400000,0.67,0.0932,414,2031-03-12,84,0.63,0.08,0.1195,1.28,27175177,2032000
HRE-2024-329,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2024-12-28,25600000,45800000,0.56,0.0932,437,2029-12-02,60,0.51,0.09,0.161,1.73,50036061,4122000
HRE-2024-330,Beacon Capital Medical Office Portfolio,Beacon Capital,Portfolio,Construction,2025-03-11,30400000,50600000,0.6,0.0823,345,2028-02-24,36,0.59,0.08,0.1332,1.62,51552955,4048000
HRE-2024-331,Beacon Capital Senior Housing Portfolio,Beacon Capital,Portfolio,Acquisition,2024-09-10,19500000,27900000,0.7,0.1003,508,2031-08-05,84,0.69,0.09,0.1288,1.28,28278301,2511000
HRE-2024-332,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2025-02-06,12100000,18400000,0.66,0.0917,428,2030-01-11,60,0.61,0.09,0.1369,1.49,19849411,1656000
HRE-2024-333,Silver Care Partners Skilled Nursing Portfolio,Silver Care Partners,Portfolio,Refinance,2024-02-14,35100000,48100000,0.73,0.1064,551,2033-12-23,120,0.7,0.0973,0.1333,1.25,50211937,4680130
HRE-2024-334,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2024-01-17,10000000,12300000,0.81,0.121,684,2033-11-25,120,0.78,0.115,0.1414,1.17,12821822,1414500
HRE-2024-335,Silver Care Partners Medical Office Portfolio,Silver Care Partners,Portfolio,Acquisition,2024-11-23,28900000,45100000,0.64,0.0862,368,2029-10-28,60,0.61,0.08,0.1248,1.45,47426407,3608000
HRE-2024-336,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-08-09,21800000,34000000,0.64,0.0949,489,2035-06-18,120,0.63,0.0883,0.1377,1.45,34803441,3002200
HRE-2024-337,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Refinance,2024-09-21,4600000,8300000,0.55,0.096,458,2034-07-31,120,0.61,0.0888,0.1602,1.67,7591921,737040
HRE-2024-338,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Refinance,2025-07-16,11200000,17200000,0.65,0.0878,410,2030-06-20,60,0.7,0.09,0.1382,1.57,16038021,1548000
HRE-2024-339,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Refinance,2025-06-09,7600000,12100000,0.63,0.0815,337,2032-05-03,84,0.68,0.0711,0.1132,1.39,11126979,860310
HRE-2024-340,Beacon Capital Life Science Facility,Beacon Capital,Single Asset,Refinance,2024-02-05,6400000,11600000,0.55,0.0818,302,2029-01-09,60,0.53,0.0715,0.1296,1.58,12130598,829399
HRE-2024-341,Beacon Capital Life Science Portfolio,Beacon Capital,Portfolio,Refinance,2025-01-04,13800000,24200000,0.57,0.0785,298,2029-12-09,60,0.55,0.0738,0.1294,1.65,25268801,1785960
HRE-2024-342,Silver Care Partners Life Science Facility,Silver Care Partners,Single Asset,Refinance,2025-07-02,14900000,27600000,0.54,0.0827,369,2032-05-26,84,0.54,0.0746,0.1382,1.67,27452037,2058960
HRE-2024-343,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2025-06-24,16400000,24500000,0.67,0.0799,338,2032-05-18,84,0.66,0.08,0.1195,1.5,24889629,1960000
HRE-2024-344,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Acquisition,2024-03-10,70100000,109500000,0.64,0.0998,471,2029-02-12,60,0.7,0.09,0.1406,1.41,100569043,9855000
HRE-2024-345,Apex Healthcare Life Science Facility,Apex Healthcare,Single Asset,Refinance,2025-08-31,13500000,22900000,0.59,0.0974,513,2035-07-10,120,0.59,0.085,0.1442,1.48,22808276,1946500
HRE-2024-346,Silver Care Partners Life Science Facility,Silver Care Partners,Single Asset,Acquisition,2024-01-27,23600000,42900000,0.55,0.0862,328,2033-12-05,120,0.51,0.0718,0.1305,1.51,46537295,3080220
HRE-2024-347,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Refinance,2024-11-10,11600000,16800000,0.69,0.0842,347,2031-10-05,84,0.68,0.08,0.1159,1.38,17005170,1344000
HRE-2024-348,Silver Care Partners Life Science Facility,Silver Care Partners,Single Asset,Refinance,2024-05-21,17400000,32900000,0.53,0.0865,350,2031-04-15,84,0.57,0.0737,0.1394,1.61,30792082,2424730
HRE-2024-349,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Refinance,2025-04-27,21200000,28600000,0.74,0.1162,690,2030-04-01,60,0.7,0.1088,0.1468,1.26,30184708,3111680
HRE-2024-350,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Refinance,2024-07-26,6400000,9900000,0.65,0.0867,365,2034-06-04,120,0.62,0.08,0.1237,1.43,10330277,792000
HRE-2024-351,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Refinance,2024-03-04,7100000,10600000,0.67,0.0919,402,2034-01-11,120,0.63,0.08,0.1194,1.3,11303028,848000
HRE-2024-352,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-11-17,43800000,68400000,0.64,0.0954,508,2032-10-11,84,0.7,0.0859,0.1341,1.41,62597020,5875560
HRE-2024-353,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-03-31,23300000,33700000,0.69,0.0818,337,2032-02-23,84,0.76,0.08,0.1157,1.41,30716271,2696000
HRE-2024-354,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Refinance,2024-01-13,10700000,16200000,0.66,0.0845,317,2030-12-07,84,0.72,0.08,0.1211,1.43,14957296,1296000
